id,listing_url,host_id,host_total_listings_count,latitude,longitude,property_type,room_type,price,minimum_nights,maximum_nights,availability_365,number_of_reviews
53106050,https://www.airbnb.com/rooms/53106050,41757645,2,51.57283,-0.13192,Entire loft,Entire home/apt,80.0,1,365,132,0
51258191,https://www.airbnb.com/rooms/51258191,6855921,3,51.36288,-0.11529,Private room in home,Private room,35.0,2,365,337,17
53112275,https://www.airbnb.com/rooms/53112275,4041016,2,51.543156322506256,-0.2067741117522307,Entire condo,Entire home/apt,178.0,6,365,104,2
53121690,https://www.airbnb.com/rooms/53121690,194033700,38,51.49416,-0.17973,Entire serviced apartment,Entire home/apt,934.0,1,365,15,0
51259241,https://www.airbnb.com/rooms/51259241,392722503,2,51.49919,-0.19983,Private room in condo,Private room,120.0,5,365,78,35
53124873,https://www.airbnb.com/rooms/53124873,17062223,4,51.49205,-0.04488,Entire rental unit,Entire home/apt,200.0,7,1125,0,10
53307733,https://www.airbnb.com/rooms/53307733,18240368,1,51.53545,-0.11621,Entire loft,Entire home/apt,178.0,4,1125,160,20
51279959,https://www.airbnb.com/rooms/51279959,25671665,6,51.48993,-0.06051,Private room in townhouse,Private room,75.0,1,3,0,56
53308723,https://www.airbnb.com/rooms/53308723,90265579,25,51.49196,-0.13605,Entire condo,Entire home/apt,293.0,1,1125,222,37
51416148,https://www.airbnb.com/rooms/51416148,402511189,3,51.4757,-0.13979,Private room in rental unit,Private room,35.0,1,365,0,6
51438621,https://www.airbnb.com/rooms/51438621,26200517,6,51.59012,-0.10242,Private room in home,Private room,30.0,2,1125,0,0
53475098,https://www.airbnb.com/rooms/53475098,73380502,2,51.6,-0.18901,Entire condo,Entire home/apt,65.0,1,365,0,0
51478324,https://www.airbnb.com/rooms/51478324,185739347,3,51.51959,-0.07147,Entire rental unit,Entire home/apt,48.0,1,14,0,3
53608849,https://www.airbnb.com/rooms/53608849,434128175,1,51.44068088132424,-0.0438205612180235,Entire home,Entire home/apt,250.0,2,365,365,2
53638679,https://www.airbnb.com/rooms/53638679,83740964,144,51.51287,-0.18385,Private room in condo,Private room,60.0,4,320,0,21
51611908,https://www.airbnb.com/rooms/51611908,264304315,1,51.55932,-0.34363,Private room in home,Private room,50.0,1,365,343,26
53646194,https://www.airbnb.com/rooms/53646194,15654012,1,51.46533,-0.04214,Entire rental unit,Entire home/apt,140.0,5,10,344,1
53822813,https://www.airbnb.com/rooms/53822813,519945528,506,51.55879,-0.13484,Private room in rental unit,Private room,54.0,3,365,0,6
51630464,https://www.airbnb.com/rooms/51630464,33421573,175,51.49382,-0.17716,Entire condo,Entire home/apt,333.0,1,365,267,2
53829437,https://www.airbnb.com/rooms/53829437,149925761,1,51.48141098022461,-0.1322070062160492,Private room in condo,Private room,128.0,1,1125,0,45
51648174,https://www.airbnb.com/rooms/51648174,135568625,28,51.57215,0.18047,Entire serviced apartment,Entire home/apt,200.0,3,365,76,3
53965015,https://www.airbnb.com/rooms/53965015,437152307,1,51.52535,-0.07559,Entire condo,Entire home/apt,206.0,2,365,156,26
51664216,https://www.airbnb.com/rooms/51664216,95117073,16,51.52246,-0.26525,Private room in home,Private room,30.0,1,365,208,32
51809297,https://www.airbnb.com/rooms/51809297,41393777,6,51.48249,0.07848,Private room in home,Private room,91.0,1,14,180,13
54064923,https://www.airbnb.com/rooms/54064923,438037583,2,51.53222,0.04701,Private room in rental unit,Private room,52.0,1,1125,149,11
54207362,https://www.airbnb.com/rooms/54207362,439525834,2,51.49065,-0.19455,Room in hotel,Private room,525.0,1,28,365,2
51810298,https://www.airbnb.com/rooms/51810298,419145717,7,51.51529,-0.07082,Private room in rental unit,Private room,220.0,1,365,358,18
54218721,https://www.airbnb.com/rooms/54218721,277982023,1,51.49311,-0.08263,Entire condo,Entire home/apt,116.0,3,365,19,25
54252872,https://www.airbnb.com/rooms/54252872,158526719,2,51.48978,-0.1715,Entire condo,Entire home/apt,270.0,3,10,0,29
530392926153724416,https://www.airbnb.com/rooms/530392926153724418,97244833,7,51.50868,-0.01124,Private room in guesthouse,Private room,94.0,1,365,129,59
51844057,https://www.airbnb.com/rooms/51844057,27258059,3,51.45173,-0.11362,Entire condo,Entire home/apt,170.0,14,1125,0,8
51858450,https://www.airbnb.com/rooms/51858450,4342578,3,51.53336,-0.05781,Entire condo,Entire home/apt,125.0,7,365,11,5
539107218065396992,https://www.airbnb.com/rooms/539107218065396987,145399528,2,51.51507,-0.19504,Entire rental unit,Entire home/apt,140.0,3,32,38,6
539575650349977152,https://www.airbnb.com/rooms/539575650349977156,107883517,5,51.44332,-0.16313,Entire condo,Entire home/apt,50.0,5,365,28,17
51862470,https://www.airbnb.com/rooms/51862470,419046344,6,51.51637,-0.1709,Room in hotel,Private room,195.0,1,365,196,94
548078048334726080,https://www.airbnb.com/rooms/548078048334726088,442034111,1,51.45762,-0.079,Entire rental unit,Entire home/apt,995.0,22,1125,207,5
51900224,https://www.airbnb.com/rooms/51900224,12754357,8,51.51368,-0.162934,Entire condo,Entire home/apt,392.0,2,1125,145,126
548528551074416320,https://www.airbnb.com/rooms/548528551074416299,438012981,3,51.54542,-0.2988,Private room in home,Private room,39.0,1,365,115,117
548578467155677248,https://www.airbnb.com/rooms/548578467155677263,439947354,3,51.5312,-0.35754,Private room in condo,Private room,33.0,2,365,253,8
549157695395860672,https://www.airbnb.com/rooms/549157695395860646,402191311,1680,51.48757,-0.12002,Entire rental unit,Entire home/apt,170.0,1,1125,24,25
52068549,https://www.airbnb.com/rooms/52068549,37698561,5,51.58105,-0.11828,Entire rental unit,Entire home/apt,260.0,5,1125,259,36
52105587,https://www.airbnb.com/rooms/52105587,167604439,28,51.48519,-0.13659,Entire rental unit,Entire home/apt,166.0,2,60,0,132
552592027593621632,https://www.airbnb.com/rooms/552592027593621649,7214412,3,51.47125,0.02767,Private room in casa particular,Private room,65.0,3,96,358,26
52239698,https://www.airbnb.com/rooms/52239698,127271133,29,51.56413,0.1211,Entire home,Entire home/apt,41.0,1,1125,365,27
558037706242029248,https://www.airbnb.com/rooms/558037706242029231,443647926,6,51.51741,-0.1182,Entire condo,Entire home/apt,551.0,1,365,69,66
52242986,https://www.airbnb.com/rooms/52242986,96212508,2,51.47239,-0.33464,Entire condo,Entire home/apt,75.0,6,365,317,5
561994484448693248,https://www.airbnb.com/rooms/561994484448693253,386453488,62,51.48721,-0.0831,Entire condo,Entire home/apt,55.0,2,28,0,4
565808059267284864,https://www.airbnb.com/rooms/565808059267284866,73564667,46,51.5136,-0.1854,Entire condo,Entire home/apt,425.0,2,365,186,5
52297148,https://www.airbnb.com/rooms/52297148,81668582,3,51.58521,-0.11655,Entire home,Entire home/apt,200.0,7,14,0,1
566605945877571776,https://www.airbnb.com/rooms/566605945877571760,194056712,29,51.50731,-0.147,Entire serviced apartment,Entire home/apt,1583.0,1,365,0,0
52302766,https://www.airbnb.com/rooms/52302766,271530355,6,51.52934,-0.24752,Private room in home,Private room,46.0,15,720,90,32
572320891049792192,https://www.airbnb.com/rooms/572320891049792176,440896362,18,51.48566,-0.13819,Private room in serviced apartment,Private room,97.0,3,365,2,59
573625060654242432,https://www.airbnb.com/rooms/573625060654242425,132415,2,51.42303,-0.15119,Entire home,Entire home/apt,190.0,4,20,153,5
52312455,https://www.airbnb.com/rooms/52312455,228928499,510,51.50899,-0.19335,Entire condo,Entire home/apt,88.0,5,1125,0,2
52314153,https://www.airbnb.com/rooms/52314153,161576225,5,51.57919,-0.09655,Entire home,Entire home/apt,358.0,5,365,74,19
579765670049466752,https://www.airbnb.com/rooms/579765670049466767,63673974,3,51.48447,0.02344,Private room in condo,Private room,76.0,3,365,10,17
586090970690895360,https://www.airbnb.com/rooms/586090970690895349,97830643,1,51.45134,-0.00436,Entire rental unit,Entire home/apt,75.0,5,14,0,0
52479431,https://www.airbnb.com/rooms/52479431,274456309,62,51.54634,-0.0142,Entire condo,Entire home/apt,135.0,3,1125,279,11
586189868377849344,https://www.airbnb.com/rooms/586189868377849343,46881819,2,51.59091,-0.09662,Entire rental unit,Entire home/apt,99.0,14,30,9,2
52510371,https://www.airbnb.com/rooms/52510371,26523485,29,51.51064,-0.18545,Entire rental unit,Entire home/apt,150.0,1,1125,329,63
587506102415329024,https://www.airbnb.com/rooms/587506102415329022,450599724,1,51.547546,-0.012374,Entire condo,Entire home/apt,306.0,6,1125,353,16
52523914,https://www.airbnb.com/rooms/52523914,216250042,5,51.52369192331361,-0.1748957857489586,Entire home,Entire home/apt,142.0,3,1125,145,11
52532067,https://www.airbnb.com/rooms/52532067,28769431,6,51.54770167909101,-0.0433405733249413,Private room in rental unit,Private room,43.0,1,1125,0,90
52682817,https://www.airbnb.com/rooms/52682817,426446493,6,51.51317,-0.18192,Entire condo,Entire home/apt,327.0,4,1125,6,3
52701390,https://www.airbnb.com/rooms/52701390,416000373,8,51.51578,-0.06298,Entire rental unit,Entire home/apt,110.0,3,30,65,20
593413748433057280,https://www.airbnb.com/rooms/593413748433057314,258745982,4,51.510708,-0.146763,Entire condo,Entire home/apt,350.0,3,1125,297,86
52851308,https://www.airbnb.com/rooms/52851308,43935156,52,51.51698136258919,-0.1242458696746946,Entire rental unit,Entire home/apt,330.0,4,180,264,24
52870622,https://www.airbnb.com/rooms/52870622,76556384,277,51.5367,-0.18982,Entire rental unit,Entire home/apt,214.0,2,1125,316,2
593520812485640064,https://www.airbnb.com/rooms/593520812485640084,302790434,35,51.53007,-0.2308,Private room in rental unit,Private room,44.0,2,365,361,24
52889661,https://www.airbnb.com/rooms/52889661,127162043,34,51.51684,-0.19344,Entire rental unit,Entire home/apt,120.0,3,1125,0,4
52896777,https://www.airbnb.com/rooms/52896777,172006724,3,51.66549,-0.03889,Private room in home,Private room,39.0,2,1125,365,30
597670185875630848,https://www.airbnb.com/rooms/597670185875630898,62533600,5,51.60077,-0.08637,Entire condo,Entire home/apt,100.0,6,365,0,2
52900080,https://www.airbnb.com/rooms/52900080,165675868,88,51.51782,-0.16612,Entire rental unit,Entire home/apt,200.0,7,1125,0,2
53022591,https://www.airbnb.com/rooms/53022591,194105644,14,51.49406,-0.17798,Entire serviced apartment,Entire home/apt,575.0,1,365,299,2
597915444851866880,https://www.airbnb.com/rooms/597915444851866942,305306848,1,51.51302,-0.17782,Entire condo,Entire home/apt,300.0,4,365,127,63
599032179440037120,https://www.airbnb.com/rooms/599032179440037070,345400445,4,51.50685040015028,-0.2489720734697361,Private room in rental unit,Private room,60.0,1,1125,86,51
599235771277550848,https://www.airbnb.com/rooms/599235771277550808,199459956,18,51.51582,-0.18111,Entire home,Entire home/apt,395.0,4,365,107,40
53039215,https://www.airbnb.com/rooms/53039215,14435818,16,51.54664,-0.07981,Entire condo,Entire home/apt,220.0,2,1125,21,40
599729277828584320,https://www.airbnb.com/rooms/599729277828584381,325614755,283,51.64807,-0.17305,Entire rental unit,Entire home/apt,135.0,4,365,347,28
53145930,https://www.airbnb.com/rooms/53145930,194056712,29,51.50647,-0.14696,Entire serviced apartment,Entire home/apt,678.0,1,365,0,0
53162561,https://www.airbnb.com/rooms/53162561,391632313,7,51.51647,-0.17554,Entire rental unit,Entire home/apt,55.0,3,1125,0,0
602817983976944896,https://www.airbnb.com/rooms/602817983976944953,447096752,14,51.51007,-0.19777,Room in aparthotel,Private room,194.0,1,28,334,52
53179527,https://www.airbnb.com/rooms/53179527,110980809,26,51.48804,0.0843,Private room in home,Private room,75.0,2,180,270,1
606185534232693760,https://www.airbnb.com/rooms/606185534232693821,286605321,2,51.62534,-0.25664,Entire home,Entire home/apt,670.0,1,365,0,0
607168929731887104,https://www.airbnb.com/rooms/607168929731887162,420984853,21,51.61093,-0.18445,Private room in home,Private room,144.0,2,365,48,0
53195078,https://www.airbnb.com/rooms/53195078,64578918,23,51.38047,-0.08522,Entire serviced apartment,Entire home/apt,195.0,1,365,0,8
607386746564709888,https://www.airbnb.com/rooms/607386746564709903,438178209,30,51.51319,-0.13808,Entire villa,Entire home/apt,841.0,1,365,346,11
607959991971963520,https://www.airbnb.com/rooms/607959991971963458,101080354,2,51.48505,-0.12601,Entire condo,Entire home/apt,498.0,30,365,363,0
608443128579826688,https://www.airbnb.com/rooms/608443128579826653,294218760,56,51.55796,-0.40006,Entire rental unit,Entire home/apt,103.0,2,1125,341,3
53200389,https://www.airbnb.com/rooms/53200389,157144782,2,51.4697,-0.12757,Private room in bed and breakfast,Private room,90.0,1,1125,338,97
609120627428901504,https://www.airbnb.com/rooms/609120627428901544,10289928,8,51.490627,-0.05357,Private room in serviced apartment,Private room,135.0,1,365,357,11
53251413,https://www.airbnb.com/rooms/53251413,431038227,8,51.51655,-0.43387,Private room in home,Private room,69.0,1,365,0,0
611556035218229248,https://www.airbnb.com/rooms/611556035218229192,227144138,9,51.63709,-0.12921,Private room in home,Private room,49.0,1,1125,175,6
53394951,https://www.airbnb.com/rooms/53394951,56038642,2,51.47349,-0.18351,Entire rental unit,Entire home/apt,364.0,4,60,251,4
612149394645111936,https://www.airbnb.com/rooms/612149394645111948,453754620,15,51.56347,-0.29078,Private room in rental unit,Private room,39.0,2,65,164,63
53409412,https://www.airbnb.com/rooms/53409412,432440914,1,51.56482,0.26539,Entire bungalow,Entire home/apt,120.0,3,365,67,4
613016228564354816,https://www.airbnb.com/rooms/613016228564354772,13763129,6,51.55120723841054,-0.1026963600211331,Private room in home,Private room,130.0,1,365,312,2
53418192,https://www.airbnb.com/rooms/53418192,430037286,2,51.56869,-0.0313,Private room in rental unit,Private room,55.0,3,1125,0,27
613504774865124480,https://www.airbnb.com/rooms/613504774865124496,449604935,1,51.61101,-0.01634,Private room in home,Private room,97.0,1,365,1,26
53433983,https://www.airbnb.com/rooms/53433983,155159437,3,51.43269,-0.05305,Entire condo,Entire home/apt,114.0,3,1125,15,7
615947911299504512,https://www.airbnb.com/rooms/615947911299504563,2749529,4,51.54314,-0.04807,Private room in condo,Private room,71.0,2,4,12,17
53543844,https://www.airbnb.com/rooms/53543844,19583485,25,51.45089,-0.1477,Entire condo,Entire home/apt,121.0,3,35,135,125
53546478,https://www.airbnb.com/rooms/53546478,338863696,1,51.50943,-0.02683,Private room in condo,Private room,80.0,4,1125,346,58
618677651538932352,https://www.airbnb.com/rooms/618677651538932336,2434308,6,51.53128,-0.09234,Private room in rental unit,Private room,81.0,3,30,71,18
53565568,https://www.airbnb.com/rooms/53565568,17758569,1,51.61447,-0.25076,Entire home,Entire home/apt,275.0,5,30,74,6
619333659504295040,https://www.airbnb.com/rooms/619333659504295023,336286135,1,51.54598,-0.20683,Entire home,Entire home/apt,500.0,3,60,7,7
619546287642179968,https://www.airbnb.com/rooms/619546287642179926,457474771,5,51.52986,-0.1205,Private room in rental unit,Private room,70.0,2,365,20,26
53571372,https://www.airbnb.com/rooms/53571372,433837623,1,51.54117,0.05365,Private room in home,Private room,160.0,1,365,365,0
623240800157072640,https://www.airbnb.com/rooms/623240800157072658,225930462,2,51.58826,-0.00465,Private room in condo,Private room,94.0,4,28,341,0
623649288816289280,https://www.airbnb.com/rooms/623649288816289329,27834248,109,51.574,-0.21469,Entire home,Entire home/apt,171.0,6,365,365,7
53580531,https://www.airbnb.com/rooms/53580531,314162972,390,51.48992519999999,-0.1430114,Entire rental unit,Entire home/apt,168.0,30,1125,240,2
53705348,https://www.airbnb.com/rooms/53705348,353486669,3,51.52472,-0.11798,Entire rental unit,Entire home/apt,200.0,4,10,12,6
626791981302522880,https://www.airbnb.com/rooms/626791981302522877,458752453,6,51.401772,-0.083509,Private room in home,Private room,35.0,2,90,65,29
53721198,https://www.airbnb.com/rooms/53721198,36597841,2,51.45074,-0.12945,Entire condo,Entire home/apt,110.0,2,365,0,0
53767014,https://www.airbnb.com/rooms/53767014,333097256,1,51.65586,-0.20305,Entire condo,Entire home/apt,77.0,1,365,49,23
627418468043440128,https://www.airbnb.com/rooms/627418468043440105,459206496,1,51.50673,-0.37482,Private room in rental unit,Private room,51.0,1,1125,340,35
53770543,https://www.airbnb.com/rooms/53770543,50207133,6,51.57841,0.18646,Entire condo,Entire home/apt,140.0,5,1125,314,36
630088120868033280,https://www.airbnb.com/rooms/630088120868033334,95586823,1,51.52126,-0.20918,Entire rental unit,Entire home/apt,230.0,2,14,154,43
53872719,https://www.airbnb.com/rooms/53872719,410127127,30,51.58567,-0.19992,Entire home,Entire home/apt,409.0,4,100,0,20
630941587507045760,https://www.airbnb.com/rooms/630941587507045729,450587918,34,51.53706,-0.1214,Entire condo,Entire home/apt,65.0,3,365,151,21
53874683,https://www.airbnb.com/rooms/53874683,33889201,793,51.476,-0.166,Entire rental unit,Entire home/apt,1438.0,3,1125,363,17
53905263,https://www.airbnb.com/rooms/53905263,28820321,812,51.49725,-0.198256,Entire home,Entire home/apt,430.0,2,999,238,20
54106733,https://www.airbnb.com/rooms/54106733,12454890,13,51.43009,-0.17579,Private room in home,Private room,71.0,7,30,26,5
631021779944810880,https://www.airbnb.com/rooms/631021779944810869,450599340,44,51.46669,-0.02949,Entire rental unit,Entire home/apt,423.0,2,365,365,13
631760417418523648,https://www.airbnb.com/rooms/631760417418523634,33261742,3,51.40947,0.07349,Entire home,Entire home/apt,131.0,3,1125,159,43
54162583,https://www.airbnb.com/rooms/54162583,434878896,2,51.58557,-0.07937,Entire rental unit,Entire home/apt,62.0,2,1125,132,32
634068780359008384,https://www.airbnb.com/rooms/634068780359008334,263900754,3,51.466815,-0.151529,Entire rental unit,Entire home/apt,140.0,3,30,353,15
54189579,https://www.airbnb.com/rooms/54189579,439359679,3,51.51429,-0.02205,Private room in home,Private room,120.0,1,1125,342,55
54307126,https://www.airbnb.com/rooms/54307126,259018512,1,51.48728,0.07258,Private room in home,Private room,33.0,1,7,0,142
634580001307854976,https://www.airbnb.com/rooms/634580001307854982,166210024,109,51.51751,-0.1659,Entire condo,Entire home/apt,304.0,7,365,0,0
54334225,https://www.airbnb.com/rooms/54334225,5637587,1,51.45256,0.02862,Entire home,Entire home/apt,95.0,1,180,358,1
634596579085720064,https://www.airbnb.com/rooms/634596579085720069,460875136,6,51.5277,-0.08171,Entire rental unit,Entire home/apt,120.0,1,365,331,56
544035648472273024,https://www.airbnb.com/rooms/544035648472273039,273963876,82,51.51773,-0.15324,Entire rental unit,Entire home/apt,691.0,1,1125,65,4
554322162771216192,https://www.airbnb.com/rooms/554322162771216170,20278614,2,51.46699,-0.06808,Entire home,Entire home/apt,750.0,3,14,0,2
635196421516887808,https://www.airbnb.com/rooms/635196421516887822,30009436,58,51.52366,-0.21217,Entire serviced apartment,Entire home/apt,220.0,3,365,74,4
554865944825953664,https://www.airbnb.com/rooms/554865944825953659,47006048,104,51.48494,-0.185,Entire rental unit,Entire home/apt,361.0,3,1125,323,17
635201031075718144,https://www.airbnb.com/rooms/635201031075718139,191652402,3,51.56645,-0.08361,Entire condo,Entire home/apt,220.0,3,365,83,0
557031325759592256,https://www.airbnb.com/rooms/557031325759592287,5567294,11,51.49183636251107,-0.0420557050031198,Camper/RV,Entire home/apt,110.0,1,365,365,0
635252041791662976,https://www.airbnb.com/rooms/635252041791662929,23777655,3,51.44523,-0.02358,Entire loft,Entire home/apt,75.0,5,365,88,0
562095746588089472,https://www.airbnb.com/rooms/562095746588089472,26523485,29,51.51074,-0.18542,Room in hotel,Private room,251.0,1,1125,319,17
562133195578568192,https://www.airbnb.com/rooms/562133195578568184,4086714,37,51.54781,-0.18535,Entire condo,Entire home/apt,125.0,4,365,350,29
562795957640249472,https://www.airbnb.com/rooms/562795957640249451,28820321,812,51.542965,-0.132833,Entire condo,Entire home/apt,189.0,2,10,124,28
562934570974224576,https://www.airbnb.com/rooms/562934570974224602,61786668,2,51.46681,-0.07466,Entire home,Entire home/apt,230.0,5,10,326,8
637420285244563328,https://www.airbnb.com/rooms/637420285244563306,46953304,1,51.53629,-0.12911,Entire condo,Entire home/apt,300.0,2,20,0,8
563584726158958592,https://www.airbnb.com/rooms/563584726158958581,16965290,78,51.51091,-0.185646,Entire rental unit,Entire home/apt,428.0,3,365,0,63
637715061794065024,https://www.airbnb.com/rooms/637715061794065001,50273428,2,51.43558,-0.20071,Private room in townhouse,Private room,88.0,2,14,7,29
638098705639327488,https://www.airbnb.com/rooms/638098705639327472,14124120,3,51.59182,-0.11248,Private room in home,Private room,46.0,2,365,351,36
575401390295945344,https://www.airbnb.com/rooms/575401390295945330,55904018,1,51.416801,-0.071615,Private room in condo,Private room,61.0,1,4,149,84
638263301652203648,https://www.airbnb.com/rooms/638263301652203648,21836056,3,51.54962,-0.21184,Entire condo,Entire home/apt,180.0,4,14,0,5
576783802509603584,https://www.airbnb.com/rooms/576783802509603591,448242774,1,51.54918,-0.06789,Entire condo,Entire home/apt,124.0,3,1125,349,46
638306475675063040,https://www.airbnb.com/rooms/638306475675063037,117913185,17,51.64921,-0.08232,Entire condo,Entire home/apt,130.0,2,365,336,7
638821907954090112,https://www.airbnb.com/rooms/638821907954090143,111225743,1,51.57977,-0.00463,Entire home,Entire home/apt,120.0,7,60,244,0
577145203166416128,https://www.airbnb.com/rooms/577145203166416142,3681944,10,51.51685,-0.131952,Entire rental unit,Entire home/apt,298.0,3,90,351,31
640971594532804352,https://www.airbnb.com/rooms/640971594532804404,407049596,112,51.5611,-0.12477,Entire serviced apartment,Entire home/apt,201.0,2,365,144,19
583728200229270528,https://www.airbnb.com/rooms/583728200229270512,39932852,155,51.51182,-0.18146,Entire rental unit,Entire home/apt,166.0,5,365,83,14
644674226293501952,https://www.airbnb.com/rooms/644674226293501926,5048021,1,51.55586,-0.07738,Entire home,Entire home/apt,120.0,14,95,75,1
644715937727369600,https://www.airbnb.com/rooms/644715937727369559,129230780,5094,51.55886,-0.27961,Private room in rental unit,Private room,1000.0,2,365,0,0
644742576298472832,https://www.airbnb.com/rooms/644742576298472862,129230780,5094,51.56047,-0.28019,Private room in rental unit,Private room,1000.0,2,365,0,0
583832301317810816,https://www.airbnb.com/rooms/583832301317810829,17962891,1,51.50954,-0.23782,Entire loft,Entire home/apt,220.0,4,365,101,23
644804400072872832,https://www.airbnb.com/rooms/644804400072872785,455725480,6,51.6039422,-0.1266788,Private room in bed and breakfast,Private room,55.0,1,1125,80,42
589743708003026048,https://www.airbnb.com/rooms/589743708003026057,39932852,155,51.51194,-0.18315,Entire rental unit,Entire home/apt,146.0,4,365,76,8
589873928994076160,https://www.airbnb.com/rooms/589873928994076174,272655233,1,51.51796,-0.18602,Private room in condo,Private room,109.0,2,30,19,6
647639742888786176,https://www.airbnb.com/rooms/647639742888786196,457226961,6,51.52369,-0.15109,Entire rental unit,Entire home/apt,364.0,5,1125,328,36
647722746983988992,https://www.airbnb.com/rooms/647722746983989034,40582348,1,51.50831355528015,-0.3488321386230497,Entire condo,Entire home/apt,140.0,60,60,0,5
590238574023627776,https://www.airbnb.com/rooms/590238574023627809,372768005,18,51.518425,-0.151872,Entire serviced apartment,Entire home/apt,363.0,7,90,88,9
648219436127391872,https://www.airbnb.com/rooms/648219436127391850,6698618,4,51.52741226236025,-0.0575927272439003,Entire rental unit,Entire home/apt,113.0,4,60,0,0
590445111485797760,https://www.airbnb.com/rooms/590445111485797748,13278656,5,51.51166,-0.11401,Entire condo,Entire home/apt,320.0,3,1125,360,1
648324730992859520,https://www.airbnb.com/rooms/648324730992859491,13108561,2,51.53743,-0.07652,Entire condo,Entire home/apt,126.0,2,365,9,5
648550538986928384,https://www.airbnb.com/rooms/648550538986928438,42281727,1,51.5427057,-0.001435,Private room in rental unit,Private room,86.0,2,10,289,55
594479745831188608,https://www.airbnb.com/rooms/594479745831188637,22456116,1,51.53575,-0.24342,Entire home,Entire home/apt,200.0,7,14,149,3
650068000381714944,https://www.airbnb.com/rooms/650068000381714971,5435477,1,51.5915875,-0.0168998,Entire home,Entire home/apt,115.0,4,9,164,3
594746167093538560,https://www.airbnb.com/rooms/594746167093538620,87022483,5,51.52208,-0.12379,Entire serviced apartment,Entire home/apt,165.0,5,182,33,32
597078816486426624,https://www.airbnb.com/rooms/597078816486426681,29499280,6,51.52179,-0.1811,Boat,Entire home/apt,250.0,2,1125,172,37
650413993792218624,https://www.airbnb.com/rooms/650413993792218629,269308503,350,51.49383,-0.22685,Entire rental unit,Entire home/apt,1032.0,14,1125,349,5
650554434026733696,https://www.airbnb.com/rooms/650554434026733649,15606412,2,51.56839,-0.12081,Private room in condo,Private room,130.0,2,20,358,0
600487728547631744,https://www.airbnb.com/rooms/600487728547631716,192300853,1,51.49134,-0.17957,Entire condo,Entire home/apt,500.0,1,89,1,0
650739023916633216,https://www.airbnb.com/rooms/650739023916633276,444026916,4,51.45391,-0.23303,Private room in rental unit,Private room,50.0,3,7,0,5
601114816640291072,https://www.airbnb.com/rooms/601114816640291022,453430606,23,51.4637,-0.06729,Private room in condo,Private room,42.0,2,28,75,19
651183510384963968,https://www.airbnb.com/rooms/651183510384964009,293872972,8,51.59169751035432,-0.1402509855737107,Entire serviced apartment,Entire home/apt,117.0,6,25,172,0
601311426324713344,https://www.airbnb.com/rooms/601311426324713334,72526291,20,51.47549,-0.02897,Entire vacation home,Entire home/apt,136.0,1,365,348,7
651186657564444928,https://www.airbnb.com/rooms/651186657564444900,71520217,7,51.418249000438045,-0.2077320590615272,Entire townhouse,Entire home/apt,321.0,2,1125,0,15
651370709341033216,https://www.airbnb.com/rooms/651370709341033273,247454159,1,51.556,-0.11135,Private room in condo,Private room,102.0,4,23,0,10
651888023869398400,https://www.airbnb.com/rooms/651888023869398386,54987,89,51.53565,-0.13896,Entire serviced apartment,Entire home/apt,216.0,14,365,21,3
601327270853134976,https://www.airbnb.com/rooms/601327270853134981,170149453,2,51.5103541,0.0141747,Private room in condo,Private room,60.0,1,14,173,33
653664668080368640,https://www.airbnb.com/rooms/653664668080368658,7236292,1,51.5799,-0.11503,Entire townhouse,Entire home/apt,250.0,3,365,0,9
654079156042184960,https://www.airbnb.com/rooms/654079156042184931,76711118,6,51.44346720816249,-0.1290013948413891,Entire home,Entire home/apt,337.0,2,365,18,1
654794759741421568,https://www.airbnb.com/rooms/654794759741421511,10961046,99,51.4697198,-0.1367355,Entire home,Entire home/apt,462.0,5,365,348,1
602013533285844736,https://www.airbnb.com/rooms/602013533285844790,37434805,1,51.546047,-0.058384,Entire condo,Entire home/apt,200.0,2,365,0,14
656358541557725184,https://www.airbnb.com/rooms/656358541557725169,88989736,1,51.46492,-0.1335,Entire condo,Entire home/apt,123.0,2,21,66,0
613771174864672640,https://www.airbnb.com/rooms/613771174864672674,442660911,4,51.58887,-0.03383,Entire vacation home,Entire home/apt,97.0,2,1125,225,79
656707817853833472,https://www.airbnb.com/rooms/656707817853833472,230191066,1,51.38529713766587,-0.0974409171495815,Entire condo,Entire home/apt,75.0,2,365,362,39
614325061436000384,https://www.airbnb.com/rooms/614325061436000367,166210024,109,51.51135149943567,-0.1534170549672129,Entire serviced apartment,Entire home/apt,600.0,9,365,73,0
615381954931534464,https://www.airbnb.com/rooms/615381954931534423,456550337,3,51.43949313659069,-0.3764305269671413,Private room in home,Private room,150.0,5,365,269,0
657026961633699584,https://www.airbnb.com/rooms/657026961633699595,14703440,4,51.45119010000001,-0.077623,Entire home,Entire home/apt,230.0,7,1125,43,8
659324755678391168,https://www.airbnb.com/rooms/659324755678391126,129230780,5094,51.56055,-0.28024,Private room in rental unit,Private room,1000.0,2,365,0,0
621273104087424640,https://www.airbnb.com/rooms/621273104087424644,391370691,2,51.55234054875731,-0.122038833796978,Private room in condo,Private room,80.0,1,1125,133,35
662686386110306432,https://www.airbnb.com/rooms/662686386110306459,1147855,3,51.57236907767444,0.0093568861484527,Entire condo,Entire home/apt,71.0,4,365,6,13
662748179505140480,https://www.airbnb.com/rooms/662748179505140463,443777613,19,51.52235509271336,-0.1390395704794486,Entire rental unit,Entire home/apt,185.0,1,90,178,16
