id,listing_url,host_id,host_total_listings_count,latitude,longitude,property_type,room_type,price,minimum_nights,maximum_nights,availability_365,number_of_reviews
198258,https://www.airbnb.com/rooms/198258,967537,1,51.5343,0.08178,Private room in rental unit,Private room,67.0,2,100,363,41
33332,https://www.airbnb.com/rooms/33332,144444,2,51.4641,-0.32498,Private room in home,Private room,140.0,2,21,365,20
42010,https://www.airbnb.com/rooms/42010,157884,4,51.5859,-0.16434,Private room in home,Private room,65.0,4,365,208,556
284603,https://www.airbnb.com/rooms/284603,1481851,2,51.51464,-0.20004,Entire rental unit,Entire home/apt,297.0,14,365,0,6
89870,https://www.airbnb.com/rooms/89870,54730,5,51.56792,-0.11125,Entire rental unit,Entire home/apt,149.0,1,60,357,133
326146,https://www.airbnb.com/rooms/326146,1667975,2,51.57139,-0.03131,Private room in rental unit,Private room,120.0,7,21,0,0
96052,https://www.airbnb.com/rooms/96052,448154,2,51.5593,-0.22497,Private room in condo,Private room,52.0,3,180,352,80
381467,https://www.airbnb.com/rooms/381467,1913410,7,51.4875,-0.19608,Entire rental unit,Entire home/apt,143.0,2,1125,0,265
390987,https://www.airbnb.com/rooms/390987,1955537,6,51.42643,-0.09726,Private room in home,Private room,41.0,14,1000,334,12
394755,https://www.airbnb.com/rooms/394755,1973515,1,51.54632,-0.13666,Entire rental unit,Entire home/apt,80.0,5,1125,0,1
468438,https://www.airbnb.com/rooms/468438,2324518,3,51.56217,-0.11416,Private room in townhouse,Private room,30.0,2,40,0,237
475700,https://www.airbnb.com/rooms/475700,2358441,1,51.53896,-0.13997,Private room in loft,Private room,95.0,3,30,0,7
117203,https://www.airbnb.com/rooms/117203,255103,1,51.50155001001136,-0.2330022236049805,Entire rental unit,Entire home/apt,136.0,5,120,13,86
565770,https://www.airbnb.com/rooms/565770,1958273,6,51.47789,-0.39478,Entire cabin,Entire home/apt,50.0,1,1125,350,254
493679,https://www.airbnb.com/rooms/493679,423121,1,51.53171,-0.0612,Entire rental unit,Entire home/apt,140.0,2,20,0,2
569402,https://www.airbnb.com/rooms/569402,2802762,1,51.44878,-0.05803,Entire home,Entire home/apt,300.0,6,1125,0,8
501837,https://www.airbnb.com/rooms/501837,2476271,2,51.54548,-0.16365,Entire rental unit,Entire home/apt,124.0,3,1125,162,137
571906,https://www.airbnb.com/rooms/571906,375971,1,51.567997573832336,-0.0061942999999999,Private room in home,Private room,76.0,2,21,363,23
502190,https://www.airbnb.com/rooms/502190,2478162,1,51.54609,-0.20163,Private room in townhouse,Private room,50.0,1,21,0,548
821334,https://www.airbnb.com/rooms/821334,4309270,2,51.46914,-0.13246,Private room in rental unit,Private room,60.0,1,5,0,130
573374,https://www.airbnb.com/rooms/573374,2821391,2,51.40261,-0.03656,Private room in home,Private room,200.0,1,1125,365,0
834616,https://www.airbnb.com/rooms/834616,4365977,5,51.51183,-0.28093,Private room in home,Private room,43.0,3,14,0,259
843488,https://www.airbnb.com/rooms/843488,1965214,2,51.49455280864089,-0.2045996514301291,Private room in rental unit,Private room,90.0,4,90,53,8
874463,https://www.airbnb.com/rooms/874463,4616179,4,51.55532,-0.05239,Private room in rental unit,Private room,53.0,1,1125,296,100
726882,https://www.airbnb.com/rooms/726882,2608240,10,51.48794,-0.20358,Private room in serviced apartment,Private room,52.0,3,365,42,298
875754,https://www.airbnb.com/rooms/875754,2896963,6,51.64105,-0.03861,Entire townhouse,Entire home/apt,150.0,5,1125,312,33
728581,https://www.airbnb.com/rooms/728581,3215001,2,51.45414,-0.07921,Entire rental unit,Entire home/apt,70.0,5,14,3,28
4956035,https://www.airbnb.com/rooms/4956035,25545925,3,51.42175,-0.19843,Entire rental unit,Entire home/apt,140.0,90,1125,113,0
754867,https://www.airbnb.com/rooms/754867,1794020,5,51.39477,-0.30132,Entire rental unit,Entire home/apt,122.0,3,1125,341,59
4970913,https://www.airbnb.com/rooms/4970913,25626337,1,51.44663,-0.11479,Private room in home,Private room,24.0,1,1125,4,40
942747,https://www.airbnb.com/rooms/942747,5099394,1,51.6111,-0.16152,Private room in home,Private room,40.0,2,1125,99,17
5000458,https://www.airbnb.com/rooms/5000458,25786152,4,51.43922,-0.20308,Private room in townhouse,Private room,45.0,2,7,18,168
983697,https://www.airbnb.com/rooms/983697,5392587,2,51.54575,-0.16418,Entire rental unit,Entire home/apt,95.0,2,1125,0,93
5059970,https://www.airbnb.com/rooms/5059970,24546469,3,51.48951,0.06427,Private room in condo,Private room,43.0,14,90,0,17
5078258,https://www.airbnb.com/rooms/5078258,3536740,3,51.47807,-0.1409,Private room in rental unit,Private room,69.0,2,30,71,38
5103290,https://www.airbnb.com/rooms/5103290,11834380,2,51.66853,-0.01718,Entire home,Entire home/apt,160.0,3,1125,343,3
1162598,https://www.airbnb.com/rooms/1162598,6368062,2,51.51433,-0.21566,Entire rental unit,Entire home/apt,120.0,3,1125,0,131
5139805,https://www.airbnb.com/rooms/5139805,26573070,3,51.50815,-0.02849,Entire home,Entire home/apt,253.0,5,1125,54,139
1325052,https://www.airbnb.com/rooms/1325052,5210937,4,51.5249,-0.16687,Entire rental unit,Entire home/apt,467.0,3,1125,245,109
5141273,https://www.airbnb.com/rooms/5141273,16103415,2,51.52381,-0.17027,Entire rental unit,Entire home/apt,150.0,2,1125,0,11
5156803,https://www.airbnb.com/rooms/5156803,26668607,1,51.46163,-0.20519,Entire rental unit,Entire home/apt,175.0,3,60,90,85
1334961,https://www.airbnb.com/rooms/1334961,463078446,1,51.46246,-0.09969,Entire condo,Entire home/apt,99.0,3,1125,295,26
5210834,https://www.airbnb.com/rooms/5210834,26956641,1,51.46353,-0.03251,Private room in rental unit,Private room,50.0,1,1125,343,7
5442063,https://www.airbnb.com/rooms/5442063,2037151,2,51.46205,-0.05877,Private room in home,Private room,48.0,2,1125,281,4
1362167,https://www.airbnb.com/rooms/1362167,7394530,3,51.47362,-0.16371,Entire rental unit,Entire home/apt,199.0,1,21,138,186
1436259,https://www.airbnb.com/rooms/1436259,5641686,2,51.5192,-0.16482,Private room in rental unit,Private room,95.0,1,1125,76,308
5476930,https://www.airbnb.com/rooms/5476930,28402630,1,51.55689,-0.13719,Entire rental unit,Entire home/apt,154.0,3,1125,158,294
5536091,https://www.airbnb.com/rooms/5536091,28704848,1,51.41282,-0.30223,Private room in rental unit,Private room,35.0,1,1,0,21
1445547,https://www.airbnb.com/rooms/1445547,7474135,6,51.56036,-0.08253,Private room in home,Private room,61.0,2,13,0,31
5571820,https://www.airbnb.com/rooms/5571820,28887106,4,51.47449,-0.18323,Private room in rental unit,Private room,146.0,2,30,365,1
1530381,https://www.airbnb.com/rooms/1530381,8163091,1,51.46803,-0.04991,Entire rental unit,Entire home/apt,68.0,30,90,211,19
5575313,https://www.airbnb.com/rooms/5575313,2382508,2,51.51278,-0.1264,Entire loft,Entire home/apt,196.0,2,1125,204,54
1562712,https://www.airbnb.com/rooms/1562712,6014741,2,51.40993320989671,-0.0467747077345848,Private room in bed and breakfast,Private room,40.0,1,30,156,136
1574249,https://www.airbnb.com/rooms/1574249,7233201,1,51.49876,-0.06027,Private room in condo,Private room,72.0,2,5,208,169
5616712,https://www.airbnb.com/rooms/5616712,6451546,3,51.54573,-0.16251,Entire rental unit,Entire home/apt,150.0,3,1125,0,6
1581883,https://www.airbnb.com/rooms/1581883,236619,5,51.49349,-0.19446,Entire rental unit,Entire home/apt,400.0,5,1125,364,24
1646537,https://www.airbnb.com/rooms/1646537,5747106,4,51.52028,-0.1854,Private room in rental unit,Private room,60.0,90,180,344,210
1727002,https://www.airbnb.com/rooms/1727002,2443213,2,51.48104,0.00853,Private room in home,Private room,123.0,2,14,118,89
5638548,https://www.airbnb.com/rooms/5638548,25979930,2,51.52788,-0.19962,Entire rental unit,Entire home/apt,110.0,1,1125,0,6
5812261,https://www.airbnb.com/rooms/5812261,13889235,1,51.54151,-0.07351,Entire home,Entire home/apt,275.0,4,14,235,3
1838003,https://www.airbnb.com/rooms/1838003,9592683,3,51.45375,-0.16228,Entire home,Entire home/apt,350.0,2,21,0,4
5894213,https://www.airbnb.com/rooms/5894213,9027768,1,51.42892,-0.14092,Entire rental unit,Entire home/apt,81.0,3,5,18,94
5930549,https://www.airbnb.com/rooms/5930549,30160044,3,51.49175,-0.1457,Entire rental unit,Entire home/apt,286.0,3,1125,197,123
1852971,https://www.airbnb.com/rooms/1852971,9675191,1,51.48831,-0.21077,Entire rental unit,Entire home/apt,128.0,5,1125,0,42
5986255,https://www.airbnb.com/rooms/5986255,8115593,2,51.47871,-0.19847,Private room in rental unit,Private room,79.0,5,1125,43,113
1959198,https://www.airbnb.com/rooms/1959198,9608265,3,51.56624,-0.27005,Private room in home,Private room,70.0,7,1125,351,0
6042584,https://www.airbnb.com/rooms/6042584,19946917,7,51.52754,-0.20401,Private room in rental unit,Private room,38.0,1,1125,0,51
2035532,https://www.airbnb.com/rooms/2035532,10961046,99,51.49888229370117,-0.192563995718956,Entire rental unit,Entire home/apt,227.0,5,45,344,7
6050854,https://www.airbnb.com/rooms/6050854,16774103,18,51.42347,-0.16526,Private room in home,Private room,72.0,1,1125,360,71
6055413,https://www.airbnb.com/rooms/6055413,31418030,1,51.57711,-0.11825,Entire rental unit,Entire home/apt,65.0,3,31,0,15
6098794,https://www.airbnb.com/rooms/6098794,3900127,1,51.50022,-0.04538,Private room in home,Private room,39.0,1,1125,0,2
6133258,https://www.airbnb.com/rooms/6133258,11724384,3,51.50359,-0.10548,Private room in rental unit,Private room,91.0,4,30,9,50
6166982,https://www.airbnb.com/rooms/6166982,31596159,1,51.55111,-0.04103,Entire home,Entire home/apt,109.0,3,30,0,16
2039984,https://www.airbnb.com/rooms/2039984,9445299,1,51.54269,-0.04481,Entire rental unit,Entire home/apt,180.0,3,1125,0,3
2040676,https://www.airbnb.com/rooms/2040676,10406778,1,51.42807,-0.06319,Entire rental unit,Entire home/apt,60.0,2,1125,0,9
6181613,https://www.airbnb.com/rooms/6181613,20001519,175,51.50323,-0.19236,Entire rental unit,Entire home/apt,317.0,4,999,215,14
2158844,https://www.airbnb.com/rooms/2158844,11016143,12,51.52845,-0.07987,Entire rental unit,Entire home/apt,99.0,3,30,71,186
6183220,https://www.airbnb.com/rooms/6183220,16679421,2,51.54778,-0.13135,Private room in rental unit,Private room,53.0,7,200,318,46
2184602,https://www.airbnb.com/rooms/2184602,11140776,3,51.48576740735616,-0.1961597497652898,Entire rental unit,Entire home/apt,110.0,2,1125,35,65
6230326,https://www.airbnb.com/rooms/6230326,25510989,1,51.53927,-0.149,Entire rental unit,Entire home/apt,90.0,1,1125,0,0
2279473,https://www.airbnb.com/rooms/2279473,10077533,3,51.55265,-0.17581,Entire rental unit,Entire home/apt,295.0,7,90,68,23
6232984,https://www.airbnb.com/rooms/6232984,27653028,6,51.53806,-0.05373,Private room in rental unit,Private room,100.0,1,1125,0,3
2328336,https://www.airbnb.com/rooms/2328336,11893873,1,51.54934,-0.15474,Entire home,Entire home/apt,250.0,2,1125,0,0
6249798,https://www.airbnb.com/rooms/6249798,13326068,18,51.37523719566804,-0.0942905194814328,Entire rental unit,Entire home/apt,85.0,4,120,256,15
2416056,https://www.airbnb.com/rooms/2416056,10673524,4,51.51939573040817,-0.0928625751481659,Entire rental unit,Entire home/apt,200.0,3,1125,290,273
6274007,https://www.airbnb.com/rooms/6274007,275837660,11,51.4241,-0.2047,Private room in home,Private room,65.0,5,55,180,40
6316596,https://www.airbnb.com/rooms/6316596,174808,3,51.55012,-0.05636,Private room in rental unit,Private room,40.0,3,1125,0,0
2460607,https://www.airbnb.com/rooms/2460607,12581712,1,51.60676,-0.12199,Private room in home,Private room,70.0,7,1125,80,3
6325468,https://www.airbnb.com/rooms/6325468,32851458,2,51.4557,-0.15706,Private room in rental unit,Private room,40.0,5,1125,0,27
2533176,https://www.airbnb.com/rooms/2533176,6875353,24,51.51618,-0.07296,Entire rental unit,Entire home/apt,424.0,1,1000,0,250
6333986,https://www.airbnb.com/rooms/6333986,32973470,1,51.51859,-0.06826,Private room in rental unit,Private room,30.0,1,1125,0,4
6385223,https://www.airbnb.com/rooms/6385223,21141875,1,51.55068,-0.0657,Private room in rental unit,Private room,50.0,3,7,0,0
2693280,https://www.airbnb.com/rooms/2693280,12964763,1,51.61174,-0.13046,Entire home,Entire home/apt,285.0,3,1125,344,8
2705865,https://www.airbnb.com/rooms/2705865,1370179,2,51.53146,-0.22291,Entire home,Entire home/apt,250.0,5,21,0,12
6409512,https://www.airbnb.com/rooms/6409512,33429536,2,51.58122,-0.09753,Private room in rental unit,Private room,50.0,2,7,0,176
2729885,https://www.airbnb.com/rooms/2729885,2369445,4,51.50822,-0.13025,Private room in condo,Private room,130.0,1,40,4,402
6422809,https://www.airbnb.com/rooms/6422809,32585891,2,51.45751,-0.0957,Entire condo,Entire home/apt,95.0,4,1125,3,117
2738049,https://www.airbnb.com/rooms/2738049,9082827,4,51.51273,-0.20734,Entire rental unit,Entire home/apt,175.0,2,20,115,49
6432372,https://www.airbnb.com/rooms/6432372,33573893,2,51.47543,-0.17513,Private room in townhouse,Private room,70.0,4,1123,261,128
6474667,https://www.airbnb.com/rooms/6474667,33802425,11,51.48108,-0.20813,Room in boutique hotel,Private room,77.0,1,1125,337,49
2854777,https://www.airbnb.com/rooms/2854777,14094847,1,51.55392,-0.04298,Entire home,Entire home/apt,340.0,7,14,365,13
6475256,https://www.airbnb.com/rooms/6475256,26294026,2,51.47985,-0.10943,Private room in rental unit,Private room,56.0,3,16,0,66
6486912,https://www.airbnb.com/rooms/6486912,4066492,1,51.48878,-0.20797,Entire rental unit,Entire home/apt,106.0,5,30,0,22
2895862,https://www.airbnb.com/rooms/2895862,14795116,1,51.35953,-0.16414,Private room in home,Private room,60.0,2,1125,44,265
6533477,https://www.airbnb.com/rooms/6533477,34170472,1,51.58195,-0.10172,Entire rental unit,Entire home/apt,95.0,1,1125,0,0
2916820,https://www.airbnb.com/rooms/2916820,14804792,1,51.51385,-0.12804,Entire rental unit,Entire home/apt,195.0,5,1125,0,14
6588400,https://www.airbnb.com/rooms/6588400,23133885,2,51.47186,-0.17669,Entire rental unit,Entire home/apt,97.0,21,30,102,7
2925961,https://www.airbnb.com/rooms/2925961,14939812,2,51.47406,-0.09287,Entire rental unit,Entire home/apt,65.0,2,1125,0,0
6607008,https://www.airbnb.com/rooms/6607008,30985403,1,51.59576,-0.02462,Entire home,Entire home/apt,150.0,7,1125,0,1
2964617,https://www.airbnb.com/rooms/2964617,15127465,3,51.49905,-0.07065,Entire rental unit,Entire home/apt,182.0,1,1125,363,251
6619558,https://www.airbnb.com/rooms/6619558,33878654,2,51.47091,-0.18666,Private room in rental unit,Private room,70.0,1,4,0,0
6676812,https://www.airbnb.com/rooms/6676812,34912020,1,51.52803,-0.139,Private room in rental unit,Private room,65.0,1,1125,0,1
3038126,https://www.airbnb.com/rooms/3038126,15471233,1,51.52462,-0.11714,Entire rental unit,Entire home/apt,100.0,5,31,0,25
3073628,https://www.airbnb.com/rooms/3073628,7894365,2,51.50807,-0.02476,Private room in rental unit,Private room,26.0,1,1125,0,0
6788921,https://www.airbnb.com/rooms/6788921,35541218,1,51.51035,-0.05092,Entire rental unit,Entire home/apt,150.0,2,1125,0,3
6811617,https://www.airbnb.com/rooms/6811617,20544193,33,51.54388,-0.19661,Entire home,Entire home/apt,500.0,14,1125,83,47
3183354,https://www.airbnb.com/rooms/3183354,16139503,2,51.51883,-0.15222,Entire rental unit,Entire home/apt,320.0,3,1125,344,48
6841397,https://www.airbnb.com/rooms/6841397,14088625,1,51.49737,-0.24663,Entire rental unit,Entire home/apt,190.0,3,40,0,0
3270765,https://www.airbnb.com/rooms/3270765,2747945,1,51.5051,-0.09772,Entire condo,Entire home/apt,586.0,3,75,347,106
6860603,https://www.airbnb.com/rooms/6860603,34109076,6,51.53439712524414,-0.234483003616333,Private room in townhouse,Private room,36.0,1,90,341,229
3295048,https://www.airbnb.com/rooms/3295048,12281741,1,51.5558,-0.13749,Entire rental unit,Entire home/apt,110.0,21,1125,182,55
6912665,https://www.airbnb.com/rooms/6912665,30190530,1,51.42284,-0.21136,Entire rental unit,Entire home/apt,125.0,3,8,0,3
3323762,https://www.airbnb.com/rooms/3323762,3911595,2,51.5028113,-0.0147958,Entire rental unit,Entire home/apt,99.0,7,15,286,0
6919435,https://www.airbnb.com/rooms/6919435,36265440,1,51.56675,-0.09538,Private room in rental unit,Private room,42.0,1,1125,0,0
6933001,https://www.airbnb.com/rooms/6933001,36346675,4,51.50084,-0.2972,Private room in home,Private room,71.0,1,21,112,121
3348338,https://www.airbnb.com/rooms/3348338,117783293,41,51.52979,-0.11476,Entire rental unit,Entire home/apt,149.0,2,90,62,253
6942466,https://www.airbnb.com/rooms/6942466,36404661,2,51.54639,-0.04144,Private room in rental unit,Private room,25.0,2,1125,0,2
3463936,https://www.airbnb.com/rooms/3463936,1930716,1,51.482068366887965,-0.1459239116394051,Entire condo,Entire home/apt,280.0,30,90,88,5
6947277,https://www.airbnb.com/rooms/6947277,29819705,1,51.5137,-0.17677,Entire rental unit,Entire home/apt,350.0,4,180,91,127
3613037,https://www.airbnb.com/rooms/3613037,15813157,1,51.56406,-0.05255,Entire guest suite,Entire home/apt,300.0,1,90,364,5
3660719,https://www.airbnb.com/rooms/3660719,6713539,1,51.5288,-0.1956,Entire rental unit,Entire home/apt,125.0,3,90,0,29
6963836,https://www.airbnb.com/rooms/6963836,2252108,2,51.58292,0.00104,Private room in rental unit,Private room,30.0,1,1125,0,1
3748369,https://www.airbnb.com/rooms/3748369,1668395,1,51.55205,-0.1077,Entire home,Entire home/apt,85.0,7,1125,0,5
6971210,https://www.airbnb.com/rooms/6971210,2533187,2,51.42438,-0.17056,Entire rental unit,Entire home/apt,100.0,3,30,16,37
3755069,https://www.airbnb.com/rooms/3755069,13071330,1,51.51617,-0.20272,Entire rental unit,Entire home/apt,140.0,20,1125,326,2
3762111,https://www.airbnb.com/rooms/3762111,13981850,3,51.51688,-0.12688,Entire loft,Entire home/apt,3000.0,30,1125,365,0
6979867,https://www.airbnb.com/rooms/6979867,36597157,1,51.53024,-0.02165,Entire rental unit,Entire home/apt,100.0,1,1125,0,0
3796709,https://www.airbnb.com/rooms/3796709,17459498,1,51.54125,-0.08431,Entire rental unit,Entire home/apt,150.0,2,1125,0,14
7029723,https://www.airbnb.com/rooms/7029723,36851099,1,51.5597,-0.10149,Private room in home,Private room,34.0,1,1125,0,0
3991744,https://www.airbnb.com/rooms/3991744,7240814,1,51.55377,-0.08639,Entire condo,Entire home/apt,134.0,3,365,7,18
7030720,https://www.airbnb.com/rooms/7030720,36858643,1,51.47843,-0.24596,Entire rental unit,Entire home/apt,150.0,1,1125,0,0
4006629,https://www.airbnb.com/rooms/4006629,511794,2,51.51938,-0.21196,Entire rental unit,Entire home/apt,475.0,3,1125,178,14
4032544,https://www.airbnb.com/rooms/4032544,19494073,2,51.54824,-0.09216,Entire rental unit,Entire home/apt,125.0,4,365,0,17
4059133,https://www.airbnb.com/rooms/4059133,21015522,2,51.52967,-0.05982,Entire home,Entire home/apt,150.0,1,1125,0,2
7097349,https://www.airbnb.com/rooms/7097349,24497393,1,51.51783,-0.06623,Private room in home,Private room,23.0,1,1125,0,5
4132107,https://www.airbnb.com/rooms/4132107,12750188,2,51.53987,-0.0226,Private room in rental unit,Private room,29.0,2,7,0,2
4167836,https://www.airbnb.com/rooms/4167836,2839416,2,51.51224,-0.10233,Entire rental unit,Entire home/apt,150.0,7,7,0,15
7131516,https://www.airbnb.com/rooms/7131516,37351524,8,51.57808,-0.02336,Private room in home,Private room,41.0,1,1125,347,0
4190717,https://www.airbnb.com/rooms/4190717,8326463,1,51.49647,-0.03967,Entire townhouse,Entire home/apt,1200.0,1,25,350,3
4272878,https://www.airbnb.com/rooms/4272878,2426976,2,51.556,-0.09096,Entire rental unit,Entire home/apt,66.0,3,1125,0,4
4309179,https://www.airbnb.com/rooms/4309179,22367565,1,51.46643,-0.04834,Private room in townhouse,Private room,87.0,2,1125,146,236
4316890,https://www.airbnb.com/rooms/4316890,17999082,3,51.51906,-0.1507,Entire home,Entire home/apt,474.0,7,90,35,61
4356007,https://www.airbnb.com/rooms/4356007,22611343,2,51.41511,-0.29123,Entire home,Entire home/apt,300.0,7,1125,0,67
4386458,https://www.airbnb.com/rooms/4386458,22772763,2,51.56131,-0.13542,Private room in home,Private room,80.0,1,1125,0,0
7140951,https://www.airbnb.com/rooms/7140951,27093541,2,51.48559,-0.2129,Entire rental unit,Entire home/apt,65.0,3,1125,0,3
4386852,https://www.airbnb.com/rooms/4386852,5026897,6,51.51994,-0.16989,Entire rental unit,Entire home/apt,120.0,365,365,363,5
4395570,https://www.airbnb.com/rooms/4395570,2590194,3,51.43587,-0.16253,Private room in home,Private room,100.0,1,10,364,9
7142034,https://www.airbnb.com/rooms/7142034,37393214,5,51.50419,-0.21543,Entire rental unit,Entire home/apt,300.0,7,1125,139,61
7177651,https://www.airbnb.com/rooms/7177651,37596367,1,51.49571,-0.03377,Private room in rental unit,Private room,78.0,5,1125,0,0
4429033,https://www.airbnb.com/rooms/4429033,14286326,1,51.53264,-0.22221,Entire rental unit,Entire home/apt,100.0,3,1125,0,3
4439507,https://www.airbnb.com/rooms/4439507,2240892,7,51.607292987533775,-0.00283734623948,Private room in home,Private room,48.0,1,365,353,9
4444296,https://www.airbnb.com/rooms/4444296,3855534,3,51.54633,-0.09984,Entire rental unit,Entire home/apt,80.0,5,1125,0,0
7244811,https://www.airbnb.com/rooms/7244811,16937720,2,51.56609,-0.13983,Private room in rental unit,Private room,40.0,2,1125,0,0
7270274,https://www.airbnb.com/rooms/7270274,38057031,2,51.51837,-0.22747,Entire rental unit,Entire home/apt,162.0,30,180,80,12
7273505,https://www.airbnb.com/rooms/7273505,35991321,2,51.5193,-0.15631,Entire rental unit,Entire home/apt,176.0,3,60,192,68
7284615,https://www.airbnb.com/rooms/7284615,38146028,1,51.47371,-0.02127,Entire rental unit,Entire home/apt,70.0,5,1125,0,1
4478603,https://www.airbnb.com/rooms/4478603,3742639,2,51.45744,-0.32315,Entire home,Entire home/apt,150.0,2,30,79,145
7326472,https://www.airbnb.com/rooms/7326472,38380619,1,51.5691,0.01228,Private room in home,Private room,37.0,1,1125,0,0
7392001,https://www.airbnb.com/rooms/7392001,6588136,1,51.5365,-0.13969,Private room in rental unit,Private room,66.0,5,1125,0,1
4585778,https://www.airbnb.com/rooms/4585778,23767461,4,51.48494,-0.20381,Entire condo,Entire home/apt,225.0,28,450,350,11
7449214,https://www.airbnb.com/rooms/7449214,39014227,1,51.53638,-0.06881,Entire rental unit,Entire home/apt,88.0,3,1125,0,57
4610589,https://www.airbnb.com/rooms/4610589,23237232,2,51.47959,-0.18134,Entire home,Entire home/apt,379.0,7,1125,323,41
7488558,https://www.airbnb.com/rooms/7488558,13435091,2,51.50027,-0.0905,Entire rental unit,Entire home/apt,100.0,14,1125,0,6
7515871,https://www.airbnb.com/rooms/7515871,14397622,3,51.54178,-0.05714,Private room in rental unit,Private room,64.0,1,1125,0,1
4634092,https://www.airbnb.com/rooms/4634092,23997177,2,51.5191,-0.20586,Entire rental unit,Entire home/apt,179.0,4,100,0,87
7537897,https://www.airbnb.com/rooms/7537897,39495086,2,51.50037,-0.10115,Private room in condo,Private room,49.0,1,7,135,221
7556182,https://www.airbnb.com/rooms/7556182,39605451,2,51.52227,-0.04873,Entire home,Entire home/apt,120.0,4,21,0,3
7581543,https://www.airbnb.com/rooms/7581543,11983039,4,51.49861,-0.18958,Private room in rental unit,Private room,60.0,3,1125,53,38
4679555,https://www.airbnb.com/rooms/4679555,10311860,1,51.5536,-0.11801,Entire rental unit,Entire home/apt,93.0,60,1125,69,165
7651208,https://www.airbnb.com/rooms/7651208,33289147,3,51.41765,-0.11764,Private room in home,Private room,32.0,3,90,202,15
7675172,https://www.airbnb.com/rooms/7675172,37508137,1,51.45713,-0.16684,Entire rental unit,Entire home/apt,129.0,3,6,0,2
7684067,https://www.airbnb.com/rooms/7684067,10104366,1,51.43088,-0.12548,Private room in home,Private room,40.0,1,1125,0,0
4726777,https://www.airbnb.com/rooms/4726777,7944166,3,51.53456,-0.23346,Private room in rental unit,Private room,61.0,2,30,354,5
7693334,https://www.airbnb.com/rooms/7693334,27783814,1,51.54479,-0.0834,Entire rental unit,Entire home/apt,65.0,1,1125,0,1
4765552,https://www.airbnb.com/rooms/4765552,4790005,1,51.51539,-0.03474,Entire rental unit,Entire home/apt,75.0,5,365,0,0
7709953,https://www.airbnb.com/rooms/7709953,40502065,1,51.54235,-0.09168,Entire rental unit,Entire home/apt,95.0,3,99,0,32
4769289,https://www.airbnb.com/rooms/4769289,24604590,2,51.46285,-0.11375,Private room in rental unit,Private room,80.0,7,1125,0,0
7721823,https://www.airbnb.com/rooms/7721823,34808291,1,51.58385,-0.00499,Entire home,Entire home/apt,75.0,6,30,0,4
7754615,https://www.airbnb.com/rooms/7754615,37213616,2,51.51597,-0.11084,Entire rental unit,Entire home/apt,99.0,1,1125,0,1
4813461,https://www.airbnb.com/rooms/4813461,4710000,1,51.55127,-0.09793,Entire rental unit,Entire home/apt,100.0,2,1125,0,3
7759695,https://www.airbnb.com/rooms/7759695,40584357,3,51.48685,-0.14268,Private room in rental unit,Private room,30.0,1,1125,0,1
4815561,https://www.airbnb.com/rooms/4815561,24799882,3,51.54298,-0.25571,Entire rental unit,Entire home/apt,183.0,7,31,22,45
7771180,https://www.airbnb.com/rooms/7771180,31098090,1,51.52611,-0.07446,Entire rental unit,Entire home/apt,162.0,5,14,35,50
4827201,https://www.airbnb.com/rooms/4827201,24854074,1,51.50253,-0.18581,Private room in rental unit,Private room,280.0,7,1125,362,0
7802981,https://www.airbnb.com/rooms/7802981,39611923,2,51.53646,-0.13666,Private room in rental unit,Private room,37.0,1,1125,0,0
4841466,https://www.airbnb.com/rooms/4841466,1787417,1,51.50869,0.00434,Entire rental unit,Entire home/apt,74.0,3,5,0,2
7814037,https://www.airbnb.com/rooms/7814037,13954777,1,51.45222,-0.06215,Private room in home,Private room,35.0,1,1125,0,2
4843011,https://www.airbnb.com/rooms/4843011,24923380,1,51.49138,-0.14445,Entire rental unit,Entire home/apt,557.0,3,180,130,40
7823882,https://www.airbnb.com/rooms/7823882,11912853,1,51.48649,-0.21536,Private room in rental unit,Private room,69.0,1,1125,0,1
4854301,https://www.airbnb.com/rooms/4854301,7828396,4,51.52637,-0.07988,Entire rental unit,Entire home/apt,143.0,2,1124,0,58
7858514,https://www.airbnb.com/rooms/7858514,41415282,1,51.56417,-0.27597,Private room in home,Private room,40.0,2,365,0,52
4860401,https://www.airbnb.com/rooms/4860401,25000330,1,51.51955,-0.1962,Private room in condo,Private room,60.0,1,1125,0,0
7900168,https://www.airbnb.com/rooms/7900168,41615467,1,51.49891,-0.02115,Entire rental unit,Entire home/apt,76.0,5,1125,0,4
8853486,https://www.airbnb.com/rooms/8853486,46075436,3,51.49888,-0.16348,Entire rental unit,Entire home/apt,120.0,1,1125,0,4
7913568,https://www.airbnb.com/rooms/7913568,35659888,2,51.51107,-0.0257,Entire loft,Entire home/apt,124.0,3,1125,12,33
8860463,https://www.airbnb.com/rooms/8860463,46381019,1,51.56099,-0.1214,Entire rental unit,Entire home/apt,60.0,3,1125,0,0
7914873,https://www.airbnb.com/rooms/7914873,27426254,1,51.49065,-0.20663,Entire rental unit,Entire home/apt,160.0,4,7,0,0
7938395,https://www.airbnb.com/rooms/7938395,18945431,1,51.61589,-0.17709,Entire rental unit,Entire home/apt,109.0,5,1125,0,1
8886525,https://www.airbnb.com/rooms/8886525,32394536,1,51.50415,-0.10901,Entire rental unit,Entire home/apt,120.0,3,1125,0,9
